,year,ctrycode,All Products_tariff,All Products_delta,All Products_%change,Capital goods_tariff,Capital goods_delta,Capital goods_%change,Consumer goods_tariff,Consumer goods_delta,Consumer goods_%change,Intermediate goods_tariff,Intermediate goods_delta,Intermediate goods_%change,Raw materials_tariff,Raw materials_delta,Raw materials_%change,Animal_tariff,Animal_delta,Animal_%change,Chemicals_tariff,Chemicals_delta,Chemicals_%change,Food Products_tariff,Food Products_delta,Food Products_%change,Footwear_tariff,Footwear_delta,Footwear_%change,Fuels_tariff,Fuels_delta,Fuels_%change,Hides and Skins_tariff,Hides and Skins_delta,Hides and Skins_%change,Mach and Elec_tariff,Mach and Elec_delta,Mach and Elec_%change,Metals_tariff,Metals_delta,Metals_%change,Minerals_tariff,Minerals_delta,Minerals_%change,Miscellaneous_tariff,Miscellaneous_delta,Miscellaneous_%change,Plastic or Rubber_tariff,Plastic or Rubber_delta,Plastic or Rubber_%change,Stone and Glass_tariff,Stone and Glass_delta,Stone and Glass_%change,Textiles and Clothing_tariff,Textiles and Clothing_delta,Textiles and Clothing_%change,Transportation_tariff,Transportation_delta,Transportation_%change,Vegetable_tariff,Vegetable_delta,Vegetable_%change,Wood_tariff,Wood_delta,Wood_%change,ctryyear
14,2010,PER,2.83451646379082,0.0003444165239701036,0.000121522800389684,0.7550982264443371,0.04740008217146918,0.06697782459239154,5.94498088235036,-0.3559118705848503,-0.056485943268761774,2.373132326857,-0.11177301532281003,-0.04498079400672883,1.9674109409800902,0.1974638668210702,0.11156484264643574,2.68289768522004,-0.3157627968964203,-0.10530128328284583,4.00942729630709,-0.12706619858044021,-0.030718336372941635,2.90833543163414,0.15296682436334041,0.055515920432458676,16.4136961771854,-0.08923615412649966,-0.005407290797477704,0.0290814230055305,0.011672595646333099,0.6704986732013432,8.9174003191498,0.0013486567983296283,0.00015126166260626128,1.48559362199211,0.1941513298103299,0.15033682185080677,0.989322156431452,-0.24134637233631806,-0.1961099733150491,3.63227299153565,-0.8594349868796498,-0.1913381259444349,4.63663075740386,0.40113756963766,0.09470858571944007,2.01064097321996,-0.24911617467010982,-0.11024024192276993,3.05304661739165,-0.13016400621634006,-0.04089079285265973,12.288748254691,-0.24495077037059865,-0.01954337421704566,3.53366585920543,-0.31148449497296005,-0.08100710408748535,4.409843164352839,-0.01445467636529063,-0.003267111954412316,5.91701049035663,-0.0022346484398694244,-0.0003775225366530188,PER2010
15,2011,PER,1.88050543286656,-0.9540110309242598,-0.3365692325697013,0.476965551658975,-0.27813267478536213,-0.36833972726310593,3.8569107367156406,-2.0880701456347195,-0.35123244076929594,1.5843527103832702,-0.78877961647373,-0.33237911242749685,1.35411499281279,-0.6132959481673002,-0.3117274258227817,1.4821405470229099,-1.20075713819713,-0.4475597950723377,2.5376787726088,-1.4717485236982895,-0.36707200678108154,1.67779701355427,-1.2305384180798702,-0.4231074602658378,12.562832764649901,-3.8508634125354995,-0.2346128118228542,0.0044637079348497895,-0.02461771507068071,-0.8465099890744372,5.94260801968305,-2.974792299466751,-0.33359411857719223,0.941125618486589,-0.5444680035055209,-0.3664986140526205,0.510927311204585,-0.47839484522686704,-0.4835582040863895,2.6973108494509797,-0.9349621420846703,-0.2574041500359222,3.20281738014259,-1.43381337726127,-0.3092360492523002,1.30836923407189,-0.7022717391480702,-0.3492775430828958,2.26041889207109,-0.79262772532056,-0.2596186120465256,9.1768434804546,-3.1119047742364003,-0.2532320387512609,2.28838815213424,-1.2452777070711898,-0.3524039217876699,2.94355329352506,-1.4662898708277794,-0.3325038592484644,4.06860604264507,-1.8484044477115606,-0.31238823232171653,PER2011
16,2012,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PER2012
17,2013,PER,1.8616382321658602,,-0.010033047696086372,0.421628853761373,,-0.11601822753263968,3.95517703934375,,0.02547798207842078,1.62101524594154,,0.023140387438981724,0.545602634243448,,-0.5970780641678641,1.6541532606708702,,0.11605695154448914,2.59102393019368,,0.02102124120699478,1.88927566943889,,0.1260454358758336,10.661937407405802,,-0.15131104527578843,0.00361833834000654,,-0.1893873002404889,5.954139662808441,,0.0019405020636049652,0.9356167110746941,,-0.005853530393481021,0.65459446098399,,0.281189019707498,1.3848333881251,,-0.4865873955881006,3.52261014125154,,0.09984732913329974,1.42902598338743,,0.09221918872246304,2.20272361826982,,-0.025524151299411213,8.71871075360175,,-0.04992269159091678,2.3368391527298997,,0.021172544767142032,1.79158800244088,,-0.3913519397179458,4.0421171766206605,,-0.006510550725915998,PER2013
18,2014,PER,1.86163823216587,9.769962616701378e-15,5.329070518200751e-15,0.421628853761373,0.0,0.0,3.95517703934375,0.0,0.0,1.62101524594154,0.0,0.0,0.545602634243448,0.0,0.0,1.6541532606708702,0.0,0.0,2.59102393019368,0.0,0.0,1.88927566943889,0.0,0.0,10.661937407405802,0.0,0.0,0.00361833834000654,0.0,0.0,5.95413966280843,-1.0658141036401503e-14,-1.7763568394002505e-15,0.9356167110746941,0.0,0.0,0.65459446098399,0.0,0.0,1.3848333881251,0.0,0.0,3.52261014125154,0.0,0.0,1.42902598338743,0.0,0.0,2.20272361826982,0.0,0.0,8.71871075360175,0.0,0.0,2.3368391527298997,0.0,0.0,1.79158800244088,0.0,0.0,4.0421171766206605,0.0,0.0,PER2014
19,2015,PER,1.80317874732528,-0.05845948484058994,-0.03140217246858801,0.330768888185312,-0.09085996557606096,-0.2154975039433248,4.05550757065883,0.10033053131507996,0.02536688757975969,1.20719050831023,-0.41382473763131,-0.2552873815760732,0.6938015307281451,0.14819889648469708,0.2716242319654394,1.48184810756143,-0.17230515310944017,-0.10416516849204094,2.09778934692283,-0.49323458327085,-0.19036280503745884,1.7423975473072202,-0.14687812213166973,-0.07774308668003549,10.6326723562851,-0.029265051120701102,-0.0027448155060799673,0.0,-0.00361833834000654,-1.0,5.37807691992825,-0.5760627428801799,-0.09674995473795522,0.769209547293251,-0.16640716378144316,-0.17785826376519065,0.576106565353105,-0.07848789563088499,-0.11990308551175566,0.241993481581749,-1.142839906543351,-0.8252544431288016,3.40959559687655,-0.11301454437499014,-0.032082614834816,1.48460949467443,0.05558351128700001,0.03889608162004321,1.9192281329666798,-0.28349548530314017,-0.12870224977467593,8.5740806251427,-0.144630128459049,-0.016588476501448457,2.8508261287922902,0.5139869760623905,0.21994965954843315,0.7877687999615199,-1.00381920247936,-0.5602957829097679,2.45618581634608,-1.5859313602745804,-0.392351654090461,PER2015
20,2016,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PER2016
0,1996,PRY,10.449147052975901,,,7.42801783184903,,,12.9919031190726,,,8.68308505007908,,,5.1905838586484006,,,12.382117263399902,,,7.77276894536221,,,18.371832842578602,,,13.373138685835901,,,0.333023406833786,,,13.5936930214819,,,6.564289843236491,,,12.2474416723259,,,6.554270369463789,,,9.82641954159516,,,10.96615068276,,,11.321890890413599,,,14.438771041321301,,,11.223743025876999,,,7.938372529924231,,,10.816209632865,,,PRY1996
1,1997,PRY,11.277617097287099,0.8284700443111976,0.0792859015296612,8.06779279899677,0.6397749671477397,0.08612997190240756,13.662090806270198,0.6701876871975987,0.051585028079045525,8.95157892101963,0.26849387094054933,0.030921483481047396,4.11729306791573,-1.0732907907326705,-0.20677650529513836,9.71351047902448,-2.668606784375422,-0.21552103954495028,8.28554737307181,0.5127784277095992,0.06597113992633985,21.283448042456,2.9116151998773994,0.15848256539377137,15.0708519592137,1.6977132733777989,0.1269495002826766,0.35024118480761895,0.01721777797383295,0.051701404827758646,16.3943813823759,2.800688360894,0.20602851311031634,7.9198232018588195,1.3555333586223286,0.20650114345864856,12.484617249224,0.23717557689809965,0.01936531589564683,4.02833614938526,-2.525934220078529,-0.3853875531053471,10.924381268036301,1.0979617264411416,0.11173568580025295,11.3829172154366,0.4167665326765988,0.038004815430067174,11.208607313506901,-0.11328357690669755,-0.01000571176698195,15.8930022389007,1.4542311975793982,0.10071710351370178,12.335606590569197,1.1118635646921984,0.09906352650169659,8.767790534020719,0.829418004096488,0.10448212161497095,10.8298575386425,0.013647905777499858,0.0012618011522289585,PRY1997
2,1998,PRY,11.4628096563449,0.18519255905780163,0.016421249051127296,8.394725525798469,0.32693272680169905,0.040523193263261925,14.2337684774892,0.5716776712190015,0.04184408370032422,9.188401313249368,0.23682239222973855,0.026455935239943384,5.20435027275477,1.0870572048390397,0.2640223046812,11.911696536420902,2.1981860573964216,0.22630191856417126,8.36508922378569,0.07954185071388054,0.009600071924323661,20.761271426563,-0.5221766158930023,-0.024534399447465938,14.780815831011902,-0.29003612820179825,-0.01924483957421408,0.333023406833786,-0.01721777797383295,-0.04915977537961547,14.860931622491801,-1.5334497598840997,-0.09353507912976644,7.89636389372366,-0.023459308135159063,-0.0029620999784001345,12.5573932145102,0.07277596528619945,0.005829250815896803,5.22850196402659,1.2001658146413297,0.29793090003784317,11.553236745380199,0.6288554773438975,0.057564402222382016,11.092713717148099,-0.29020349828850023,-0.02549465069419543,11.7785646862379,0.5699573727309986,0.05084997241755218,14.8374177630707,-1.055584475829999,-0.06641819210509425,11.7171853463022,-0.6184212442669974,-0.05013302262247821,7.661071852561769,-1.1067186814589496,-0.1262254928610198,10.873654618206801,0.043797079564301455,0.0040441048654635825,PRY1998
3,1999,PRY,11.1124772344521,-0.3503324218927997,-0.030562526326072592,7.7693022061108605,-0.6254233196876084,-0.07450193788535109,13.501237599100302,-0.7325308783888982,-0.05146429629984506,10.5086279676625,1.3202266544131316,0.143684043546227,8.55858441580485,3.35423414305008,0.6445058397798069,8.33872272711651,-3.5729738093043917,-0.29995507343389394,9.845513337462421,1.4804241136767313,0.17697648812486344,20.5973291438933,-0.1639422826696979,-0.00789654348721347,17.361858194827303,2.581042363815401,0.17462110301111178,3.32139063807616,2.988367231242374,8.973445018937921,15.533373892428301,0.6724422699365,0.04524899831439688,8.054469453060129,0.15810555933646864,0.02002257766541593,13.3870005616742,0.829607347164,0.06606525199874924,6.755446327427219,1.526944363400629,0.2920424193978295,10.3958175278084,-1.1574192175717979,-0.10018138146737243,12.0601670770796,0.9674533599315005,0.08721521032638968,13.389172810320899,1.610608124082999,0.13674061033640528,16.0059002996586,1.1684825365878986,0.07875241873260252,11.661215948028701,-0.05596939827349878,-0.0047766930896216975,10.4624155927443,2.8013437401825305,0.3656595048440636,13.9529186569679,3.0792640387610977,0.28318575004260205,PRY1999
4,2000,PRY,10.92625145764,-0.18622577681210117,-0.016758259466642,8.2883267597587,0.5190245536478395,0.06680452631120537,11.981157508980598,-1.5200800901197038,-0.11258820378222212,11.501683121029801,0.9930551533673011,0.09449903036087703,8.40451643296237,-0.1540679828424807,-0.018001573082339184,14.7384287294648,6.399706002348291,0.7674683775654545,10.7527751872737,0.9072618498112792,0.09214977611772923,19.300380478242896,-1.2969486656504046,-0.06296683694229954,16.9448085822231,-0.4170496126042025,-0.024021024012767067,0.610714459667162,-2.710676178408998,-0.8161268799080783,17.336836039383098,1.8034621469547965,0.11610241016820488,8.68574162650892,0.6312721734487905,0.0783753886122136,14.8656170770744,1.4786165154002013,0.11045166604633971,6.70138177318501,-0.054064554242208906,-0.008003106178596342,12.2502895373489,1.8544720095404994,0.17838635629952715,12.6698200923174,0.6096530152378001,0.05055095931435716,13.8455294537171,0.45635664339620163,0.0340840057755043,17.522957073141402,1.5170567734828033,0.09478109603838791,13.989033520677099,2.3278175726483976,0.19962048409213362,10.232722996940698,-0.22969259580360202,-0.021954069188657943,14.0064126657971,0.05349400882920108,0.0038338938357163066,PRY2000
5,2001,PRY,10.739328506921801,-0.18692295071819842,-0.017107692555208054,9.218436220464891,0.9301094607061913,0.11221920752714998,11.6579750736236,-0.32318243535699764,-0.026974224745376474,10.5200903316299,-0.981592789399901,-0.08534340401059615,7.463782734685579,-0.94073369827679,-0.11193192443377808,14.084400508344,-0.6540282211208002,-0.04437570877642327,9.991047122123222,-0.7617280651504785,-0.0708401367911059,17.947013901667198,-1.3533665765756986,-0.07012123818498472,18.2486410440678,1.3038324618446993,0.07694583597790294,0.459847170880704,-0.150867288786458,-0.24703408671325766,16.3148864203933,-1.0219496189897974,-0.058946719959068306,9.47018659175807,0.7844449652491505,0.09031410315672073,14.2115483140348,-0.6540687630396,-0.043998763028027854,5.07890666249443,-1.62247511069058,-0.24211053266399052,14.5465296148932,2.296240077544301,0.18744373923110014,12.3705158494729,-0.2993042428444994,-0.023623401174101,13.4353187008895,-0.41021075282760044,-0.02962766820863405,17.773833758805498,0.25087668566409604,0.01431702906175758,14.1296160436173,0.14058252294020157,0.010049480740210281,10.3900842240675,0.15736122712680256,0.015378235800368012,12.434139683937302,-1.5722729818597987,-0.11225379541323988,PRY2001
6,2002,PRY,10.341426641767802,-0.39790186515399917,-0.03705090731674143,8.66343293082282,-0.5550032896420714,-0.060205795903861214,11.4898698042816,-0.16810526934199999,-0.014419765720921962,10.0836961136662,-0.43639421796370037,-0.04148198391905722,7.10890273105319,-0.35488000363238914,-0.04754693648613273,12.707487721781002,-1.3769127865629986,-0.0977615473052812,9.406922019418381,-0.5841251027048404,-0.05846485313950822,17.8863809386066,-0.0606329630605984,-0.00337844297624168,20.329402542223,2.0807614981552014,0.11402281918584878,2.04085850549594,1.581011334615236,3.438123434764787,17.606352635151502,1.2914662147582021,0.07915876221754714,9.120045441537242,-0.3501411502208285,-0.036972993808332966,13.9372135740839,-0.2743347399509002,-0.019303648968351794,4.29661752542732,-0.7822891370671101,-0.15402707493011902,14.9211995991664,0.37466998427319886,0.025756657717838083,12.136767656251099,-0.23374819322180151,-0.018895589809358015,13.283889603036599,-0.15142909785290115,-0.011270971774035798,16.6914530495589,-1.0823807092465998,-0.060897425053858645,12.8252684617228,-1.3043475818945005,-0.09231302378408979,9.378555902878091,-1.0115283211894095,-0.09735516087986218,13.031849606568,0.597709922630699,0.04807006659277224,PRY2002
7,2003,PRY,9.846789686443449,-0.4946369553243528,-0.04783063038194102,8.79499964254719,0.1315667117243695,0.01518644084566989,10.3602041033101,-1.1296657009715005,-0.09831840745058229,10.105639017590901,0.02194290392470144,0.002176077469744797,6.85127434215374,-0.25762838889944994,-0.03624024672247583,14.9799493632083,2.2724616414272987,0.17882855299023692,9.216398651904731,-0.1905233675136504,-0.020253528956693745,17.407864039488402,-0.4785168991181976,-0.02675314255917194,19.7360538550562,-0.5933486871668023,-0.029186725282971393,0.761432426793945,-1.2794260787019949,-0.6269058218669046,18.078512875245398,0.47216024009389557,0.02681760668312516,9.72008086793688,0.6000354263996392,0.06579303033587736,14.177583208797701,0.2403696347138009,0.017246606248523477,4.64253079745757,0.34591327203025024,0.08050827656479553,16.1978918309768,1.2766922318104008,0.08556230504963724,11.945362484058,-0.1914051721930985,-0.015770687683430595,13.700716496257401,0.4168268932208026,0.03137837679150235,16.9738776339379,0.282424584379001,0.016920311463624493,12.9218265179546,0.09655805623179958,0.0075287356767601565,9.29732928150605,-0.08122662137204095,-0.008660887903553904,12.8134183759617,-0.21843123060630099,-0.016761337584513925,PRY2003
8,2004,PRY,10.30907925523,0.4622895687865505,0.04694825252772561,7.775993779298751,-1.019005863248439,-0.11586195618688122,11.5098461211865,1.1496420178764009,0.11096712057140734,10.209881415012198,0.10424239742129693,0.010315270240688568,8.33936729212948,1.4880929499757407,0.21719943993776059,14.2380290735836,-0.7419202896246997,-0.049527556578188636,9.57866977973042,0.3622711278256894,0.039307232847487494,17.137034589629298,-0.27082944985910373,-0.01555787942993736,20.1662395649358,0.43018570987960203,0.02179694649391073,2.0927389953051696,1.3313065685112246,1.748423788722484,18.0572879045195,-0.02122497072589624,-0.001174044063931734,9.16922992932032,-0.550850938616561,-0.05667143577309364,13.804489119712802,-0.3730940890848995,-0.026315774951924165,4.55505508730883,-0.08747571014874023,-0.018842246603220203,16.4148332848912,0.2169414539143979,0.01339319068050071,11.855135090232501,-0.09022739382549894,-0.007553340800324326,13.4095848327308,-0.2911316635266008,-0.021249375067802334,17.989687493299602,1.0158098593617026,0.0598454802885271,13.0978920413902,0.1760655234356001,0.013625436248579925,8.4387278659299,-0.8586014155761497,-0.09234925316499787,13.503850584421,0.6904322084593009,0.05388352960944198,PRY2004
9,2005,PRY,8.37947912044489,-1.92960013478511,-0.1871748278398564,5.79606441417689,-1.979929365121861,-0.2546207496195314,10.435415685745,-1.074430435441501,-0.09334880971725301,7.34722762389487,-2.862653791117328,-0.28038070911462276,6.2375327128158,-2.101834579313681,-0.252037655338355,12.6573561606989,-1.580672912884701,-0.11101767700540721,7.906496894032919,-1.6721728856975009,-0.1745725580013222,15.3782866262742,-1.7587479633550984,-0.10262848885299136,19.7897673594514,-0.37647220548440075,-0.0186684386185213,0.936266302611064,-1.1564726926941056,-0.5526120052660772,19.1345907597362,1.077302855216697,0.059660280154643974,6.74436609460613,-2.4248638347141895,-0.2644566504936512,12.2522834348793,-1.5522056848335009,-0.11244209556563389,2.9952768821934597,-1.5597782051153701,-0.34242795646120316,15.1516538745436,-1.2631794103475986,-0.07695353272398286,7.62409729522389,-4.2310377950086115,-0.3568949457602202,12.5685052771775,-0.8410795555532999,-0.06272226665066838,13.5398673901905,-4.4498201031091025,-0.24735394123808274,14.012639741438901,0.9147477000487019,0.0698393067493639,6.702041236052719,-1.7366866298771813,-0.20579957755111333,10.405872786776099,-3.0979777976449014,-0.22941440134260283,PRY2005
10,2006,PRY,5.1627690342757,-3.216710086169189,-0.38387947984986504,2.55407577836429,-3.2419886358125996,-0.5593430997562508,7.191428880002429,-3.24398680574257,-0.31086320884887464,5.35978301725546,-1.9874446066394098,-0.2705026587410718,5.903079007470049,-0.3344537053457506,-0.053619551310500224,12.344889300701698,-0.31246685999720114,-0.024686581939395102,4.52017814799314,-3.3863187460397794,-0.42829571571645775,13.339595485387099,-2.038691140887101,-0.1325694591622414,15.711574853551099,-4.078192505900301,-0.20607581846850742,0.9660391307573679,0.029772828146303887,0.031799529752671196,12.220828160978598,-6.9137625987576,-0.3613227314642039,2.9020295788081802,-3.84233651579795,-0.5697105497981336,10.7038698886758,-1.5484135462035002,-0.12637754867762363,3.04483092706452,0.0495540448710603,0.016544061474133676,5.14669242347344,-10.004961451070159,-0.6603214100527709,7.11170028050889,-0.5123970147149999,-0.06720756502359837,10.9389154355093,-1.629589841668201,-0.12965661434914533,12.4995046274699,-1.0403627627205996,-0.07683699793650356,10.7715236773743,-3.2411160640646006,-0.2312994641887356,6.89253426295938,0.19049302690666092,0.02842313560858578,9.44360016815187,-0.9622726186242296,-0.09247399409370993,PRY2006
