,Unnamed: 0,year,countrycode,All Products_tariff,All Products_delta,All Products_%change,Capital goods_tariff,Capital goods_delta,Capital goods_%change,Consumer goods_tariff,Consumer goods_delta,Consumer goods_%change,Intermediate goods_tariff,Intermediate goods_delta,Intermediate goods_%change,Raw materials_tariff,Raw materials_delta,Raw materials_%change,Animal_tariff,Animal_delta,Animal_%change,Chemicals_tariff,Chemicals_delta,Chemicals_%change,Food Products_tariff,Food Products_delta,Food Products_%change,Footwear_tariff,Footwear_delta,Footwear_%change,Fuels_tariff,Fuels_delta,Fuels_%change,Hides and Skins_tariff,Hides and Skins_delta,Hides and Skins_%change,Mach and Elec_tariff,Mach and Elec_delta,Mach and Elec_%change,Metals_tariff,Metals_delta,Metals_%change,Minerals_tariff,Minerals_delta,Minerals_%change,Miscellaneous_tariff,Miscellaneous_delta,Miscellaneous_%change,Plastic or Rubber_tariff,Plastic or Rubber_delta,Plastic or Rubber_%change,Stone and Glass_tariff,Stone and Glass_delta,Stone and Glass_%change,Textiles and Clothing_tariff,Textiles and Clothing_delta,Textiles and Clothing_%change,Transportation_tariff,Transportation_delta,Transportation_%change,Vegetable_tariff,Vegetable_delta,Vegetable_%change,Wood_tariff,Wood_delta,Wood_%change,ctryyear
0,0,1996,CAN,5.600609949661349,,,3.86044644247025,,,9.35777502980674,,,5.2192224470659685,,,2.84234487771029,,,27.3123063358778,,,4.79987198612994,,,16.5176300820959,,,19.1549663715483,,,1.17097563563938,,,7.5587504164791115,,,3.36587380466825,,,5.08746411060862,,,0.0665087601429988,,,4.718876122455541,,,8.47237176007722,,,4.07064110321817,,,17.4010699211968,,,6.16729830269019,,,3.41567981972281,,,2.7011949327474203,,,CAN1996
1,1,1997,CAN,5.19184906184484,-0.4087608878165092,-0.07298506617859113,3.40602790150362,-0.4544185409666302,-0.1177113962694567,8.76471195035455,-0.5930630794521896,-0.06337650537260653,4.87568540476006,-0.3435370423059094,-0.06582149846842256,2.8046833762594106,-0.03766150145087943,-0.01325015192428669,28.2564091493992,0.9441028135214004,0.034566938504245526,4.60865682831592,-0.1912151578140202,-0.03983755366113295,16.6715056619948,0.15387557989890155,0.009315838842140822,18.5249288750172,-0.6300374965311022,-0.032891600241435226,1.1431180023213998,-0.027857633317980083,-0.023790104994600655,6.70719370051353,-0.8515567159655806,-0.11265839841848335,2.95954347830076,-0.40633032636749,-0.12072060628177328,4.71516276598057,-0.37230134462804987,-0.07318014172359655,0.0574347773759355,-0.009073982767063296,-0.13643289617117438,4.1137572451183,-0.6051188773372411,-0.12823368565614268,8.02799735784293,-0.4443744022342901,-0.052449823357401885,3.2954530173181404,-0.7751880859000297,-0.1904339061695174,16.867837321521403,-0.5332325996753973,-0.03064366743483105,5.593511004174402,-0.5737872985157892,-0.0930370593985217,3.33853319023827,-0.07714662948453999,-0.02258602490756889,2.33528070267064,-0.3659142300767804,-0.13546383700068776,CAN1997
2,2,1998,CAN,3.95144433987196,-1.24040472197288,-0.23891386425092295,2.21053400444044,-1.1954938970631799,-0.3509935712903054,7.27972541353379,-1.4849865368207604,-0.16942787683520955,3.1903960849212303,-1.6852893198388297,-0.3456517760956247,3.10720799330455,0.30252461704513944,0.10786408890425793,27.451580651656,-0.8048284977432019,-0.02848304232458765,3.4108112998906,-1.19784552842532,-0.2599120683201385,17.0354924899826,0.3639868279878016,0.021832870729700412,13.9345898980725,-4.5903389769446985,-0.24779252907876206,0.612652304961564,-0.5304656973598358,-0.4640515644776713,5.67798685376855,-1.0292068467449802,-0.1534482069104669,1.47308060854917,-1.4864628697515903,-0.5022608657890208,3.0161707076039703,-1.6989920583765996,-0.3603252194462211,0.0370164902355616,-0.0204182871403739,-0.3555038963018411,2.54891261407854,-1.5648446310397597,-0.3803930416401513,5.448429479031612,-2.5795678788113188,-0.3213214658436848,1.60307207477818,-1.6923809425399603,-0.5135503172541753,14.516364400487301,-2.3514729210341017,-0.13940571492433684,4.80488418142021,-0.7886268227541908,-0.1409895899311977,3.0794796666339503,-0.2590535236043197,-0.07759501219331333,1.6127020343016498,-0.7225786683689901,-0.3094183356812931,CAN1998
3,3,1999,CAN,3.734110031703061,-0.21733430816889945,-0.0550012323281116,2.10761314575933,-0.1029208586811099,-0.04655927412759375,6.891174089987558,-0.3885513235462312,-0.053374447726266205,3.03202418440987,-0.1583719005113604,-0.04964020024343485,2.69923037133444,-0.4079776219701099,-0.13130039020536288,25.6752138459552,-1.7763668057007995,-0.06470909009728154,3.06735273930175,-0.3434585605888496,-0.10069702788889724,18.8291845736581,1.7936920836754986,0.10529147218551184,13.658546312899697,-0.27604358517280225,-0.019809954020317933,0.603586615220678,-0.009065689740885952,-0.014797446557317184,5.7962347202534605,0.1182478664849107,0.020825667535039786,1.3667847008071,-0.10629590774206976,-0.07215892132797819,2.78158760883454,-0.23458309876943015,-0.07777513990770824,0.0439415367393183,0.0069250465037567,0.1870800408058091,2.56216835530592,0.013255741227379936,0.005200547541003964,5.084658751401331,-0.3637707276302802,-0.06676616243823275,1.7380900981073302,0.13501802332915025,0.08422454950931191,14.105889683405001,-0.4104747170823,-0.028276688691317275,4.495571824648961,-0.30931235677124924,-0.06437457076849329,3.0646040145479194,-0.014875652086030922,-0.004830573244956947,1.32223801061721,-0.2904640236844398,-0.18011016139768174,CAN1999
4,4,2000,CAN,3.43452839868897,-0.29958163301409035,-0.08022838922008324,1.97208089416739,-0.13553225159194016,-0.0643060382616425,6.4168952446926,-0.4742788452949594,-0.06882409863713301,2.8045086811434103,-0.22751550326645956,-0.07503749621665412,1.94311920574554,-0.7561111655889001,-0.2801210202799753,23.6698136856782,-2.005400160276998,-0.078106463778993,2.86205950894625,-0.20529323035550015,-0.06692847148783843,15.7269641944803,-3.102220379177801,-0.16475595993242242,13.3880397367134,-0.2705065761862979,-0.01980493165153452,0.465037297281986,-0.13854931793869202,-0.22954339020264206,5.957802393950441,0.16156767369698066,0.027874591263949974,1.24363417350268,-0.12315052730442022,-0.09010236010960516,2.58352285291435,-0.19806475592019,-0.07120565079133978,0.0449289750454794,0.0009874383061611036,0.022471637986150702,2.56720260634381,0.005034251037889792,0.0019648400650427167,4.93004890720034,-0.15460984420099064,-0.030407123026374275,1.87938125094035,0.14129115283301985,0.08129104065829318,13.594398273085401,-0.5114914103196,-0.03626084010293573,4.54080184148601,0.045230016837049185,0.010061015283763464,2.8423922327377005,-0.22221178181021892,-0.07250913356354094,1.15022668129379,-0.17201132932342,-0.13009104861773446,CAN2000
5,5,2001,CAN,3.6071967088201897,0.17266831013121964,0.050274241493280636,2.0612839724758403,0.08920307830845031,0.04523297120938419,6.556018748784809,0.13912350409220942,0.021680812727506767,2.66687557543436,-0.13763310570905052,-0.04907565686440907,2.31080759638016,0.36768839063461994,0.18922585374454395,26.013626164517497,2.343812478839297,0.09902116298690844,2.67735810367349,-0.1847014052727598,-0.06453443916711676,15.3498443446417,-0.3771198498385999,-0.02397918919221287,13.202612666010099,-0.18542707070330167,-0.0138502031925416,0.523974776437795,0.058937479155808985,0.1267371015191301,6.200785081840169,0.2429826878897279,0.04078394545889141,1.3361139599998502,0.09247978649717026,0.07436253238096713,2.59108132155859,0.007558468644239812,0.002925644197694366,0.0613075544262638,0.0163785793807844,0.3645438019497478,2.46939726104533,-0.09780534529847973,-0.03809802352833125,4.8151095108446,-0.11493939635573992,-0.023314047896740075,1.92503675771788,0.045655506777529935,0.02429283933458737,13.7084859348967,0.1140876618112987,0.008392255362796863,4.54065781316329,-0.0001440283227198691,-3.1718698095151154e-05,2.94565305567556,0.10326082293785976,0.03632884362282485,0.9090578160698192,-0.24116886522397096,-0.2096707276453551,CAN2001
6,6,2002,CAN,3.6696884874488105,0.062491778628620764,0.017324194845215413,2.12392688171759,0.06264290924174976,0.030390237385151894,6.39171631381658,-0.1643024349682296,-0.02506131255324484,2.58022972954127,-0.08664584589308966,-0.03248964694536882,2.4829236308063,0.17211603442613965,0.07448306587521891,26.481828278677305,0.468202114159805,0.01799834099247688,2.60184669013661,-0.07551141353687996,-0.028203703282453692,15.4075123337308,0.057667989089100764,0.003756910349988818,13.0381309365797,-0.16448172943039907,-0.012458271221866156,0.521848877047993,-0.002125899389802011,-0.004057255206547872,6.44737440367301,0.2465893218328405,0.03976743566794627,1.43425895631324,0.0981449963133898,0.07345555787277358,2.30310846245315,-0.28797285910544,-0.1111400312716616,0.0733673977359002,0.0120598433096364,0.1967105591227112,2.5463860968912204,0.07698883584589034,0.031177177143745464,4.59998962849338,-0.21511988235122012,-0.044676010351732735,1.9829352313131896,0.05789847359530986,0.030076554831061086,13.3106549919682,-0.3978309429285005,-0.029020779159554814,4.495728151847049,-0.044929661316240654,-0.009894967461760771,3.0604080867213,0.11475503104573948,0.0389574158520245,0.8527697207750929,-0.05628809529472612,-0.061919158825430524,CAN2002
7,7,2003,CAN,6.10924195369339,2.4395534662445795,0.6647848923930249,2.22350828906636,0.09958140734876997,0.046885515789620635,10.920147022024699,4.528430708208119,0.7084843077937124,3.3013750088284097,0.7211452792871396,0.2794887877736953,10.521404237056402,8.038480606250102,3.237506182838053,35.410875688191794,8.929047409514492,0.3371763956608691,2.48329019840356,-0.11855649173305015,-0.04556628650815142,69.1752923079615,53.7677799742307,3.4897119541173383,12.6213625980162,-0.41676833856350015,-0.03196534385110505,0.540268036310694,0.01841915926270099,0.03529596416283365,6.31062046838258,-0.13675393529042967,-0.021210794771360345,1.42908916228645,-0.0051697940267900755,-0.003604505311982864,2.15308367083761,-0.15002479161553994,-0.06514013302514697,0.0757558507072625,0.0023884529713622954,0.03255469111716325,2.54467272146558,-0.0017133754256404288,-0.0006728655280250352,4.3837380469966,-0.21625158149678025,-0.04701131936412828,2.06520871905305,0.08227348773986032,0.041490758972180464,13.019039772497802,-0.2916152194703976,-0.02190840493171531,4.7715070500684815,0.2757788982214313,0.06134243195023448,33.5207728777738,30.460364791052502,9.953040224673282,0.43429090263500897,-0.418478818140084,-0.4907289833880634,CAN2003
8,8,2004,CAN,3.5398754824586702,-2.56936647123472,-0.4205704227643806,2.2034091444337003,-0.02009914463265972,-0.009039383721433869,6.17695499765875,-4.743192024365949,-0.4343523960620189,2.2340155434916897,-1.06735946533672,-0.3233075498791953,2.3170353588315,-8.204368878224901,-0.7797788862943885,34.2297059300053,-1.181169758186492,-0.033356129585362604,2.3156599767284,-0.16763022167515995,-0.06750327520437394,15.137982573291199,-54.037309734670295,-0.7811648918533165,12.4402616714834,-0.18110092653279966,-0.014348761881008419,0.5280589717632961,-0.012209064547397895,-0.022598161887883328,6.426159162154192,0.11553869377161075,0.018308610753963398,1.37854535196958,-0.05054381031686983,-0.03536784943215365,1.82897673139609,-0.3241069394415199,-0.15053151153918376,0.0677128153878287,-0.008043035319433803,-0.10617048378895366,2.6527389150654,0.10806619359982016,0.04246761978003222,4.303703893138129,-0.08003415385847035,-0.01825705664901756,1.86012521531686,-0.20508350373619003,-0.09930400827971808,12.9061798897907,-0.11285988270710234,-0.008668833084411798,4.73554607786211,-0.035960972206370734,-0.0075366067426966285,2.9840673171469803,-30.53670556062682,-0.9109785646044698,0.448463958997974,0.014173056362965062,0.032634937266637916,CAN2004
9,9,2005,CAN,3.40058424891025,-0.1392912335484202,-0.03934919017311689,2.10485870928361,-0.0985504351500901,-0.04472634390169905,6.10801914916051,-0.06893584849823943,-0.011160166866096331,2.11475868464267,-0.11925685884901993,-0.05338228697488179,1.65052454280315,-0.6665108160283504,-0.2876567306096172,29.986955705791306,-4.2427502242139985,-0.1239493623722564,2.20940362933194,-0.10625634739646016,-0.04588598864440396,15.5294455577386,0.3914629844474007,0.025859653527285698,12.4319878019735,-0.008273869509899612,-0.0006650880607170784,0.546098202727656,0.018039230964359887,0.03416139470961599,6.6335345158565096,0.20737535370231885,0.0322704975817627,1.37739669478601,-0.0011486571835699346,-0.0008332385887259707,1.7691013070781298,-0.059875424317960224,-0.032737116492595475,0.075636898456678,0.0079240830688493,0.11702486484225627,2.63985398365044,-0.012884931414960388,-0.004857218078184955,4.2772045808302,-0.026499312307929124,-0.006157327029440829,1.7551467792479398,-0.10497843606892032,-0.05643622010200955,13.191145619454998,0.28496572966429845,0.022079789069863853,4.63728484209084,-0.09826123577127001,-0.02074971590512553,3.0127039335934502,0.028636616446469976,0.00959650483818475,0.462435943209202,0.013971984211227972,0.03115519972317582,CAN2005
