ctry,year,gdpgrowth,gdpdelta,gdp%change,lforce,lforcedelta,lforce%change,unemp,unempdelta,unemp%change
Aruba,1996,4.087577083999999,7.410393558999999,-2.2301543328540285,,,,,,
Aruba,1997,3.856747566,-0.2308295179999993,-0.056470988376839504,,,,,,
Aruba,1998,-0.961873529,-4.818621095,-1.2494001778803483,,,,,,
Aruba,1999,2.484959182,3.446832711,-3.5834572915042764,,,,,,
Aruba,2000,-2.391332678,-4.87629186,-1.9623227195528237,,,,,,
Aruba,2001,-4.3181514210000005,-1.9268187430000006,0.8057510193903688,,,,,,
Aruba,2002,-1.749363126,2.5687882950000005,-0.5948814769457804,,,,,,
Aruba,2003,5.275258147,7.024621272999999,-4.015530662900231,,,,,,
Aruba,2004,-0.585808961,-5.861067107999999,-1.111048397002741,,,,,,
Aruba,2005,-0.918128747,-0.332319786,0.5672835482624172,,,,,,
Aruba,2006,1.542019924,2.4601486710000002,-2.6795247170275127,,,,,,
Aruba,2007,-4.023940656000001,-5.5659605800000005,-3.6095257223148565,,,,,,
Aruba,2008,-7.003496639,-2.979555982999999,0.7404572377470964,,,,,,
Aruba,2009,-5.746497363,1.2569992760000002,-0.17948167048445707,,,,,,
Argentina,1996,4.260870624,8.318471298999999,-2.0500960950278824,57.96500015,,,17.20000076,,
Argentina,1997,6.861143328,2.600272704,0.610267931946483,57.88899994,-0.07600021000000368,-0.0013111396498461936,14.89999962,-2.3000011400000027,-0.1337209906030261
Argentina,1998,2.68214197,-4.179001358,-0.6090823581757422,57.86399841,-0.025001529999997274,-0.0004318874056541411,12.80000019,-2.0999994299999987,-0.14093956265483443
Argentina,1999,-4.457046577,-7.139188547,-2.6617489405305417,57.86500168,0.0010032699999982242,1.733841468909425e-05,14.10000038,1.3000001900000004,0.10156251333618149
Argentina,2000,-1.8850105169999998,2.5720360600000003,-0.5770718379459288,57.87099838,0.005996700000004296,0.00010363259009604775,15.02000046,0.9200000799999994,0.06524823086565057
Argentina,2001,-5.465113906,-3.5801033890000005,1.8992484958109124,58.08000183,0.20900344999999731,0.0036115404235401716,17.39999962,2.379999159999999,0.158455332031328
Argentina,2002,-11.87718049,-6.412066584000001,1.1732722673831861,58.27299881,0.19299697999999665,0.003322950652875356,19.60000038,2.2000007600000018,0.12643682804862055
Argentina,2003,7.643794185,19.520974675,-1.6435697589537934,58.44800186,0.17500305000000083,0.0030031584708829495,16.03000069,-3.5699996899999995,-0.1821428377951898
Argentina,2004,7.8491061460000005,0.2053119610000005,0.026859954105370898,62.10200119,3.653999330000005,0.06251709577262199,13.52200031,-2.508000380000002,-0.15645666076387432
Argentina,2005,7.69268852,-0.15641762600000053,-0.019928081375191087,62.16899872,0.06699752999999475,0.001078830451775925,11.50599957,-2.016000739999999,-0.14909042255450144
Argentina,2006,6.918027086,-0.7746614339999995,-0.10070100095512502,62.15000153,-0.01899719000000033,-0.00030557336278747016,9.449999809,-2.0559997610000007,-0.17868936536037094
Argentina,2007,7.885851981,0.9678248949999997,0.13989897451523214,61.53900146,-0.6110000699999958,-0.009831054786138105,8.414999962000001,-1.0349998469999981,-0.10952379554698866
Argentina,2008,2.9951674219999997,-4.890684559,-0.6201846764031977,60.94900131,-0.5900001500000016,-0.009587418320128216,7.836999893,-0.5780000690000016,-0.06868687719668487
Argentina,2009,-6.880148575,-9.875315997,-3.2970831361426316,61.22900009,0.27999877999999967,0.0045939847082294705,8.645000458,0.8080005650000004,0.10310074978075545
Argentina,2010,8.99143796,15.871586535,-2.3068668302704496,60.47100067,-0.7579994199999973,-0.012379745200571945,7.714000225,-0.9310002329999998,-0.10769232893891423
Argentina,2011,4.902125244,-4.089312716000001,-0.4548007486891452,60.0719986,-0.39900207000000165,-0.006598238256010025,7.178999901,-0.5350003240000003,-0.0693544605127362
Argentina,2012,-2.0605746369999998,-6.962699880999999,-1.4203431235303623,60.2820015,0.21000289999999922,0.003495853390834247,7.217000007999999,0.03800010699999934,0.005293231302970991
Argentina,2013,1.338452934,3.3990275709999995,-1.6495532411039766,60.61999893,0.3379974300000015,0.005606937752390406,7.099999905,-0.11700010299999963,-0.016211736576182023
Argentina,2014,-3.514195982,-4.852648916,-3.6255656009492525,60.90499878,0.2849998499999984,0.004701416282258508,7.2680001260000004,0.16800022100000067,0.023662003274350862
